wage,university,female,age
29.79231,0,1,34
13.37692,1,1,28
15.98077,0,0,30
24.95,0,0,28
29.62308,0,0,27
21.4,1,0,26
21.93077,1,1,27
24.95577,1,1,26
26.05769,0,0,25
7.508013,0,0,25
23.90385,1,0,27
23.70385,1,0,25
17.27308,1,0,28
19.16539,1,1,33
15.20769,0,0,29
19.77692,1,0,29
16.96944,1,1,33
28.07528,1,0,33
28,0,0,30
60.99231,1,1,33
23.96923,0,0,32
11.853846,0,0,32
29.74231,0,0,33
34.35,0,0,31
26.6375,1,1,32
19.77692,1,0,29
17.22308,0,0,28
9.180769,0,1,25
13.82692,1,0,32
22.68077,1,0,34
17.3,0,0,33
13.093877,1,1,34
24.07902,0,0,31
7.560729,0,0,25
16.18077,0,0,32
26.18782,1,0,25
25.06539,1,0,29
19.62692,0,0,28
13.061538,0,1,32
14.83846,0,0,33
11.874359,0,0,29
19.63352,1,0,31
16.78601,0,0,28
13.325,0,0,27
10.973077,0,0,28
21.83077,1,1,26
12.55577,0,1,25
16.16154,0,0,27
17.27308,1,0,28
18.08461,0,0,27
18.83932,1,1,26
17.24231,1,1,33
18.28461,0,0,29
12.75,0,1,28
15.48791,1,1,34
13.93114,0,0,34
13.36895,0,1,31
15.4,1,1,29
23.35439,1,0,27
25.79377,1,1,29
16.6,0,0,26
20.02933,1,1,29
28.05,1,0,30
10.792307,0,0,31
15.64316,0,1,33
15.96154,1,1,25
15.08811,0,0,32
32.63077,0,0,34
16.63333,0,0,33
12.207509,0,1,31
13.95,0,1,30
18.14423,0,0,30
23.34231,1,0,31
21.7,0,1,30
7.146154,0,0,33
10.05,0,1,26
17.63333,1,0,30
40.83077,1,0,28
8.505555,0,1,30
40.94086,1,1,32
15.09615,0,1,32
23.39231,1,1,32
19.85769,1,0,25
15.96154,1,1,25
14.90817,0,1,31
9.05,0,0,28
13.86476,0,1,30
37.82064,0,0,29
22.73221,0,0,28
17.98461,1,1,26
31.94615,0,0,31
41.04231,1,0,33
16.17308,1,1,25
24.07902,0,0,31
16.64231,0,0,27
22.08077,1,0,28
14.13846,0,0,26
15.70769,1,1,34
11.897369,0,1,30
12.415385,0,0,28
9.661538,0,1,25
14.91923,0,0,29
14.53846,1,1,30
12.615385,0,0,30
14.04744,0,1,32
19.66667,0,0,30
19.58352,0,0,31
22.33077,1,1,31
19.31667,0,1,27
16.16154,0,0,27
22.67115,1,1,32
22.63077,1,1,34
14.43846,0,0,29
51.22692,1,0,31
10.292307,0,0,26
25.52727,0,0,28
17.02308,1,1,26
11.341209,1,0,25
16.14786,0,0,29
17.88461,1,1,25
9.780769,0,1,31
7.942857,0,0,26
19.57692,1,0,27
20.70769,1,1,34
12.115385,0,0,25
11.069231,0,0,28
11.709615,0,0,32
7.484615,0,1,27
8.8,0,1,26
11.92574,0,1,31
15.57949,0,0,34
60.79231,0,0,31
31.325,0,0,32
11.173077,1,1,30
35.45128,1,1,34
17.87308,1,0,34
18.08461,0,0,27
15.7,0,0,32
21.83077,1,1,26
16.17051,1,0,33
33.58846,0,0,33
8.593956,0,1,26
24.12902,1,0,31
15.6351,0,1,27
16.54231,1,1,26
14.53811,1,0,26
11.733333,1,1,34
20.15686,0,0,30
15.05,0,1,26
16.76154,0,0,33
20.02692,1,1,32
25.87692,1,1,28
19.72692,0,0,29
19.08407,0,1,32
25.03461,0,0,34
15.06923,0,1,31
26.32692,0,1,33
35.54231,1,0,28
31.23461,1,0,33
10.411538,1,1,32
25.19615,0,0,26
21.28909,1,1,34
30.49359,1,0,32
12.715385,0,0,31
16.15,1,0,31
9.55,0,0,33
15.57376,0,0,34
14.33901,0,1,34
25.02802,1,0,30
25.09615,1,1,25
14.33846,0,0,28
9.9875,1,1,28
20.54808,1,1,30
37.00385,1,0,33
13,1,1,30
21.41923,1,0,31
16.99231,0,1,31
22.95,1,0,29
31.64615,1,1,28
10.235897,0,0,28
18.25,0,1,33
20.6,0,0,31
14.40769,0,1,34
14.18461,1,0,25
18.30726,1,0,33
18.00726,1,0,30
42.0625,0,0,30
24.6,0,0,26
6.3,0,1,26
19.06197,1,0,32
21.83077,1,1,26
19.06539,0,0,32
11.625,0,1,33
14.76923,0,1,28
17.53496,0,0,25
11.153846,0,0,25
15.96154,0,0,25
15.05,1,0,25
14.23846,1,1,27
34.74615,0,0,34
15.56758,0,1,32
18.38461,1,1,30
32.7858,1,1,32
14.8,0,0,28
33.59872,1,0,31
25.67009,1,1,27
19.59402,1,1,25
20.89872,1,0,29
14.66923,1,0,26
14.81923,0,0,28
20.43846,0,1,27
37.61538,0,0,30
18.30385,0,0,34
43.41538,1,0,25
23.17308,1,1,25
11.849634,0,1,32
17.12308,0,0,27
30.26539,1,0,31
22.48077,1,0,32
22.68077,1,0,34
24.83461,0,0,32
17.22308,1,1,28
20.99637,0,0,34
25.61721,0,1,34
22.43077,1,1,32
24.63846,1,1,31
10.45,0,0,27
18.52436,0,0,33
18.93427,0,0,32
18.2472,0,1,30
18.68846,0,0,34
15.85,0,1,33
32.14615,0,0,33
16.41154,1,0,29
24.5497,1,1,31
12.85641,1,1,26
15.57051,1,0,27
25.51539,1,1,34
21.6,1,0,28
7.526923,0,0,32
42.19231,1,0,32
17.42308,0,0,30
7.407693,1,1,26
18.58407,0,1,27
17.77308,0,1,34
17.42308,0,0,30
41.08077,1,1,31
12.915385,0,0,33
12.99615,0,0,29
16.65192,1,0,29
34.15,0,0,29
18.7037,0,0,25
34.98077,0,1,33
30.49359,1,0,32
21.51923,0,1,33
21.93077,0,0,27
43.91538,1,0,30
21.73077,0,0,25
10.128632,1,0,26
41.51154,1,0,30
15.6,0,0,31
32.19615,1,0,33
12.115385,1,1,25
20.38846,1,1,26
14.53846,0,0,30
29.14615,0,0,33
22.28077,1,0,30
34.4,1,0,31
13.38846,1,0,28
15.77051,1,0,29
14.33846,0,0,28
17.95385,0,1,31
8.144505,1,0,26
45.00804,1,0,30
9.911538,0,0,27
13,0,0,30
14.56923,1,0,25
14.79904,1,1,29
11.291758,0,1,31
7.376923,0,1,31
25.02802,1,0,30
13.81795,1,1,26
15.19615,0,0,26
22.03077,1,1,28
23.09231,0,0,29
20.32026,0,0,30
14.76923,1,0,27
12.075,1,1,27
22.68077,1,0,34
27.86923,1,0,33
22.13077,1,1,29
13.015385,1,1,34
11.203846,0,1,26
34.7,1,0,34
24.21923,1,0,34
15.60769,1,1,33
22.70812,1,0,30
46.18504,1,0,34
12.615385,0,0,30
17.82308,0,0,34
14.96923,0,1,30
10.272727,0,0,30
5.323669,0,1,26
19.24201,1,1,26
21.40961,1,1,29
10.511538,0,0,33
6.93787,1,1,25
10.111538,0,0,29
19.05,0,0,33
22.58077,1,0,33
25.92692,0,1,29
15.25,0,1,28
19.57219,0,0,33
11.069231,0,0,30
11.763462,0,1,34
20.70769,1,1,34
17.6,0,0,26
14.78432,1,0,29
41.51154,1,0,30
22.43077,1,1,32
20.60105,0,0,29
21.73077,0,0,25
21.08846,0,0,33
35.15128,1,1,31
25.33935,1,0,31
14.95972,1,1,34
20.07692,0,1,33
24.38461,1,0,27
25.77692,1,1,27
17.11539,0,0,25
10.55,0,1,26
42.57308,1,0,31
18.97219,0,0,27
13.63461,0,1,33
31.27143,0,0,27
33.75,1,1,25
10.311538,0,0,31
14.61923,1,1,26
15.78077,0,0,28
19.36154,1,1,34
24.83461,0,0,32
36.04231,1,0,33
34.90128,1,0,28
27.7,1,1,27
10.561538,0,1,34
13.57692,0,0,30
12.083143,0,1,31
36.14231,1,0,34
21.24231,1,0,25
20.19402,0,0,31
26.18782,1,0,25
9.446154,0,0,31
15.21923,0,0,32
19.52692,1,1,27
17.6,0,0,26
21.93077,1,1,27
20.43846,1,0,26
17.17308,0,1,28
22.23077,0,0,30
31.99615,1,0,31
27.03846,1,1,30
12.375,0,0,26
11.35,0,1,34
13.34615,0,1,33
14.71923,1,1,27
34.65,0,0,34
22.03077,0,0,28
20.76923,1,1,25
39.45769,1,1,34
13.66154,0,0,32
22.18077,1,0,29
26.68846,0,1,27
11.634615,0,0,25
9.463636,0,0,31
40.62949,1,0,34
12.205555,1,0,26
14.03846,1,1,25
15.48077,1,1,25
11.132584,1,0,31
12.084615,0,1,30
16.23077,0,1,33
19.56667,0,0,29
37.99615,0,0,29
17.22308,0,0,28
32.35769,1,0,25
10.611538,1,1,34
10.192307,0,0,25
8.910256,0,0,25
11.588889,0,0,27
17.72308,0,0,33
20.96923,1,1,27
15.32051,1,1,25
11.303846,0,1,27
14.80769,1,1,25
21.83077,0,0,26
23.86923,0,0,31
17.70385,1,1,28
9.019231,0,1,33
18.59828,1,0,30
11.173077,0,0,30
23.48333,1,0,26
18.175,1,0,25
37.10385,1,0,34
18.61539,1,0,27
16.59231,0,1,27
18.83461,1,0,34
19.06539,0,0,32
22.89804,1,1,28
13.103922,0,0,33
12.703922,0,0,29
26.98846,1,0,29
15.41923,0,0,34
13.77009,0,0,33
21.16923,0,0,29
7.75,0,1,28
24.07308,0,0,34
15.16923,1,0,31
35.74231,1,0,30
15.61189,0,0,25
15,1,1,25
16.62521,0,1,30
16.91154,1,0,34
23.54231,0,1,34
40.46923,1,0,34
50.82692,1,0,27
11.173077,0,0,30
45.48504,1,0,27
32.45769,0,1,27
13.98901,0,0,30
10.742307,0,1,31
14.38846,1,0,28
12.471117,0,0,34
10.130769,0,0,34
24.9359,1,1,25
22.43077,1,1,32
8.057693,0,1,33
12.615385,0,0,30
34.95473,1,0,31
9.923077,0,0,30
18.48461,0,0,31
35.1,1,1,26
22.33077,0,0,31
20.48287,1,0,33
11.425,0,0,33
14.51923,1,1,25
19.74402,1,0,26
18.84615,1,1,25
16.23626,0,0,25
16.63626,0,0,29
24.91863,1,0,33
16.59231,0,1,27
12.64615,0,1,26
12.79808,1,0,27
32.19615,1,0,33
29.04231,1,1,26
12.026923,0,1,34
24.97802,1,1,30
32.92033,1,0,32
15.23736,0,0,26
22.63077,0,0,34
14.93846,0,0,34
28.28688,0,0,34
17.77308,0,1,34
28.05,1,0,30
13.95,0,0,27
14.3,0,1,31
18.51539,1,0,26
17.91014,1,0,30
8.846154,1,1,25
19.37692,1,0,25
24.09039,0,0,26
28.39103,1,0,27
12.315385,1,1,27
23.65385,1,1,25
27.23846,0,0,32
30.8774,1,0,26
20.16428,1,0,34
18.61539,0,1,28
24.01,1,0,29
11.423077,0,1,33
26.37692,0,0,33
19.54615,0,0,32
17.04615,0,0,32
32.60403,0,0,33
7.116667,1,0,29
21.01923,0,1,28
14.13846,0,0,26
15.84231,1,0,31
31.84615,0,0,30
13.7875,0,1,29
25.62747,0,0,31
26.35427,1,0,28
41.71154,1,0,32
12.315385,0,0,27
23.80385,1,0,26
11.875,0,0,25
23.29231,1,1,31
20.34402,1,0,32
18.96539,1,1,31
44.11538,1,0,32
25.34615,1,0,27
22.63077,0,0,34
29.09231,1,0,26
18.18461,1,1,28
44.06538,1,1,32
23.15,1,0,31
15,0,0,25
14.33846,1,1,28
21.73077,1,1,25
46.61923,1,0,33
19.63352,1,0,31
16.92308,1,1,25
6.876923,0,1,26
20.44402,1,0,33
16.86154,1,1,34
17.5875,1,1,29
21.46923,0,0,32
28.58077,1,1,31
19.21539,1,0,33
7.728205,0,0,26
15.85,0,1,34
27.08846,1,0,30
17.37308,0,1,30
16.25385,1,1,26
33.95,1,1,27
17.07308,1,0,26
16.21154,1,0,27
19.85648,1,0,26
19.60405,1,1,26
13.80192,0,1,34
13.9,0,0,29
24.26752,1,1,29
7.323504,0,1,31
19.68352,0,0,32
13.62692,0,1,31
10.292307,0,0,26
12.165385,0,1,26
19.88322,0,0,31
17.74808,1,1,27
14.55476,0,1,27
20.10824,1,0,33
31.02778,1,0,32
22.43077,0,0,32
10.973077,0,0,28
13.55769,1,1,25
16.11154,1,0,26
22.08077,0,1,29
15,0,0,25
12.340385,0,1,34
9.019231,0,1,33
15.8,0,0,33
10.1,0,0,26
13.015385,0,0,34
12.003846,0,1,34
12.59615,0,0,25
16.11351,0,0,26
9.623077,0,0,27
12.215385,0,0,26
14.29808,1,1,30
22.13077,0,0,29
20.15,1,0,31
15.63077,1,0,26
7.888462,0,0,26
26.17692,1,1,31
30.14359,0,0,29
34.5,1,0,32
31.28461,1,1,34
24.73461,0,0,31
19.6875,0,1,34
17.37308,0,1,30
19.72692,1,1,29
12.715385,0,0,31
11.403846,0,1,28
20.3,0,0,28
15.92083,0,0,29
14.48846,1,0,29
16.86154,0,0,34
18.52564,0,0,25
12.615385,0,0,30
21.18846,1,1,34
22.1,1,0,33
10.611538,0,0,34
11.173077,0,0,30
21.95,1,1,32
11.353846,0,0,27
13.27692,0,0,27
11.584615,0,1,25
10.8,0,1,26
15.95,1,0,34
23.03547,1,0,29
19.60041,1,1,29
34.6,1,0,33
14.32885,1,0,25
17.42308,0,0,30
18.38461,1,1,30
7.330769,0,0,29
17.57308,0,1,32
15.43791,0,1,34
18.84615,1,1,25
25.5359,0,0,31
29.94573,1,0,34
9.938462,0,0,34
20.69664,0,0,33
20.89872,1,0,29
11.524359,1,0,25
18.28219,0,0,31
12.515385,0,0,29
10.923077,0,1,28
32.09615,1,0,32
19.68352,1,1,32
10.3625,0,1,26
13.2524,1,0,25
26.52692,1,0,34
14.03846,0,0,25
9.4,1,0,26
20.93252,1,0,34
11.424359,0,1,25
21.18846,0,0,34
12.6,0,0,31
37.61538,0,0,30
27.33846,0,0,33
13.52692,0,1,30
8.869231,0,0,31
10.030769,1,1,33
11.491209,0,0,27
8.338462,0,1,31
19.32949,0,0,34
21.33013,0,0,25
22.48077,0,1,33
27.13846,0,0,31
30.37253,0,0,29
24.08461,0,1,25
19.5218,1,1,34
17.82308,0,0,34
15.85,0,1,34
15.08791,0,0,30
10.973077,0,0,28
17.72308,0,0,33
14.43846,0,0,29
24.11923,1,0,33
19.6468,1,1,29
22.13077,1,1,29
13.98376,0,0,33
23.04231,1,0,28
15.43077,0,1,25
30.65385,1,0,32
13.303846,1,1,34
11.75,0,1,28
19.01539,1,0,31
20.52137,1,1,30
12.865385,0,1,33
9.580769,0,1,29
27.23846,0,0,32
12.653922,0,1,29
38.61429,0,0,29
21.25961,1,0,27
14.18846,0,1,27
18.18461,0,0,28
14.125,0,1,28
17.62308,0,0,32
18.86539,1,1,30
5.444231,1,1,28
10.361538,0,1,32
20.40769,1,1,31
18.68932,0,1,25
35.29231,0,0,26
13.73376,0,1,31
17.12308,0,0,27
9.846154,0,0,29
11.017068,1,0,28
16.20385,0,1,26
24.33461,0,0,27
10.362088,0,1,25
8.829167,0,0,31
9.5,0,1,33
12.215385,0,0,26
18.825,0,0,32
22.08077,1,0,28
13.28461,0,0,29
22.63077,0,0,34
17.57308,1,0,31
11.653846,0,0,30
10.834615,0,1,29
12.515385,0,0,29
34.93077,0,0,32
17.8,1,1,28
12.065385,0,1,25
20.78252,0,0,33
14.73846,0,0,32
35.81758,1,1,34
11.684023,0,0,34
40.37308,1,0,34
16.95256,0,1,29
21.13846,0,1,34
13.87692,0,0,33
26.37692,0,0,33
12.42906,0,0,26
15.61259,0,0,32
23.29231,1,1,31
13.90769,0,1,29
14.56923,1,0,25
14.92222,0,0,27
16.64231,0,0,27
31.18461,1,1,33
12.024359,0,1,31
21.26154,0,0,28
16.06154,1,1,31
41.26154,0,0,28
36.55385,1,1,29
8.619231,0,1,29
11.153846,0,0,25
24.58461,0,1,30
15.51264,1,0,31
10.942307,1,0,32
10.923077,0,1,28
15.3,0,0,28
18.91539,1,0,30
11.934615,0,0,28
12.065385,0,1,25
48.3218,1,0,34
16.97308,1,0,25
32.14615,1,1,33
22.18077,1,0,29
27.03846,0,0,30
12.215385,0,0,26
14.35,1,0,28
24.40385,1,0,32
29.32413,1,0,34
15.78077,0,0,28
21.98077,1,0,27
9.3,0,1,31
17.07308,1,0,26
11.875,1,1,25
25.21539,1,1,31
19.42692,0,0,26
9.684615,0,0,33
11.3,0,0,33
9.473077,0,1,26
15.6,0,0,31
23.09231,1,1,29
46.21923,1,0,29
12.95503,0,0,26
14.56923,0,1,26
18.84615,0,0,25
19.94139,1,1,30
16.94615,1,1,31
36.80385,1,0,31
18.72564,1,1,27
12.615385,0,0,30
14.13606,0,1,33
17.32308,1,1,29
15.4,0,0,29
32.59259,1,1,25
60.54231,1,0,28
26.85427,1,0,33
18.18461,0,0,28
27.16923,1,0,26
12.715385,0,0,31
12.130769,1,1,29
21.66923,0,0,34
30.24231,1,0,25
33.61923,1,0,28
16.43681,0,1,33
25.44615,1,0,28
9.861538,1,0,26
22.33077,1,1,31
14.63461,1,1,25
19.99402,0,0,29
17.36346,0,0,27
16.66154,0,0,32
9.353846,1,1,32
17.82308,0,0,34
30.10385,1,1,27
20.12692,0,0,33
39.97308,1,0,30
14.91923,0,0,29
12.144231,0,1,33
16.26154,1,1,28
39.40769,1,0,33
17.86014,1,1,30
22.58077,1,0,33
19.37692,0,1,26
10.592307,0,0,29
26.22692,1,0,31
24.88461,0,1,33
21.80734,1,0,34
15.29615,0,0,27
8.75,0,0,25
18.28461,0,0,29
20.39402,1,1,33
20.75769,1,0,34
9.660256,1,0,32
18.4972,0,0,32
25.98461,1,1,31
18.2,1,1,32
20.9,0,0,29
41.56154,0,0,31
19.35018,0,1,33
24.06752,0,0,27
17.95726,0,0,30
9,0,1,28
16.23626,0,0,25
32.14615,0,0,33
10.623077,0,1,25
30.17308,1,0,32
20.55192,1,1,31
18.30385,0,0,34
18.03461,1,0,26
22.41154,0,0,27
33.10769,1,1,33
24.13461,1,1,25
11.9,0,0,29
12.95641,0,0,27
18.325,0,0,27
23.37308,1,1,27
14.93846,0,0,34
45.88658,1,1,34
13.88951,0,0,34
17.08269,0,0,29
30.22308,0,0,33
44.71354,1,1,26
15.29316,0,0,29
12.84011,0,1,30
20.06539,1,0,34
16.26154,0,0,28
14.08846,1,0,25
15.80182,0,1,32
29.34615,1,1,30
25.03461,0,0,34
6.307692,0,0,25
25.96905,1,0,33
9.780769,0,1,31
15.42051,0,0,26
15.58077,0,0,26
24.63205,1,0,33
30.66264,1,1,33
6.795513,0,1,34
14.56827,1,0,31
20.89902,1,0,33
18.15714,0,0,33
11.303846,0,1,27
11.690385,0,0,27
11.55,0,0,28
15.8,1,1,33
8.469231,1,1,27
15.73077,0,1,28
16.66154,1,1,32
22.33077,0,0,31
36.55865,1,0,26
10.804396,0,1,32
12.765385,0,1,32
19.56667,1,1,29
20.87137,1,0,33
12.415385,0,0,28
10.011538,0,0,28
9.45,0,0,27
13.66923,0,0,29
13.68654,0,1,34
10.192307,0,0,25
25.27308,0,1,34
16.06154,0,0,26
24.26752,0,0,29
14.30769,1,0,32
8.288462,0,0,30
7.929327,1,0,28
25.35987,1,1,29
17.83496,0,0,28
26.63846,0,0,26
17.52308,0,0,31
18.33461,0,1,30
16.76154,0,0,33
28.81154,1,0,28
15.01923,0,0,30
24.55,1,1,33
19.06364,0,0,27
16.94231,0,0,30
30.37308,1,0,34
18.30385,1,1,34
10.565385,0,1,25
5.915385,0,1,26
17.60114,0,0,30
11.546154,1,1,27
22.41154,0,0,27
20.54872,1,1,26
14.18846,0,1,27
9.930769,0,0,32
27.23846,1,1,32
9.169231,0,0,34
15.30769,0,0,30
16.56154,0,0,31
15.92051,0,0,31
12.3,0,0,33
23.29231,0,0,31
16.06154,0,0,26
43.03462,1,0,26
10.030769,0,0,33
25.45,0,0,32
16.97308,1,0,25
32.98846,1,1,27
28.91154,1,0,29
21.06923,0,0,28
13.67692,0,0,31
22.65812,1,1,30
12.145192,0,1,33
29.77308,1,0,28
63.24615,1,0,31
17.88461,1,1,25
21.49113,1,1,30
16.12692,0,1,31
24.33461,0,0,27
24.48461,1,0,28
19.80769,0,0,25
28.56154,0,0,26
12.165385,1,0,25
6.228402,0,0,29
6.328402,0,0,30
39.78846,1,0,32
35.84231,1,0,31
37.58803,1,1,34
19.80769,0,0,25
22.36496,0,0,26
24.01752,0,1,27
13.34615,0,1,33
23.20769,0,0,34
14.43846,0,0,29
15.13776,0,0,29
31.51587,0,0,33
30.20385,1,1,28
16.69048,0,0,30
17.52308,0,0,31
15.82051,0,0,30
13.91111,0,0,28
31.89615,1,0,30
14.48881,0,0,33
32.04615,1,1,32
10.7,0,0,27
15.06923,1,0,30
17.65385,1,0,27
15.425,1,1,25
14.56667,1,1,29
8.482906,1,1,25
12.07574,0,0,32
19.24615,0,0,29
27.67528,1,0,29
16.04786,0,0,28
20.45769,1,0,31
19.82692,1,1,30
19.49711,0,1,26
18.925,0,0,33
16.18077,0,0,32
16.24103,0,0,31
12.765385,0,1,32
8.695946,0,1,28
12.915385,0,0,33
30.88461,0,0,30
15.59039,0,1,29
7.677515,0,0,25
10.592307,0,0,29
14.18461,0,1,26
18.18461,0,0,28
9.680769,0,1,30
18.78461,0,0,34
8.188462,1,1,29
17.09231,0,1,32
18.03461,0,1,27
16.69615,1,0,28
12.715385,1,1,31
33.45,1,0,34
19.39615,1,0,30
10.923077,0,1,28
15.41923,0,0,34
12.75,1,0,27
12.080769,0,1,29
12.219231,0,1,25
12.175,0,0,28
31.49615,1,0,26
26.73846,1,1,27
15.11923,0,0,31
19.01197,0,0,32
16.21154,1,0,27
12.165385,1,0,25
13.25,0,1,33
24.74349,1,0,28
22.79231,1,1,26
18.28461,1,1,29
20.03297,1,1,30
19.34615,0,0,30
19.18932,0,1,30
11.934615,0,0,28
20.18718,0,0,32
15.26923,0,1,33
15.75,0,1,33
10.292857,0,1,32
8.655555,0,0,31
23.81282,1,1,33
12.515385,0,0,29
14.48461,1,0,28
12.465385,1,0,28
19.74615,0,0,34
18.93932,1,1,27
14.66923,1,0,26
17.50385,0,0,26
17.37308,0,1,30
29.06154,0,0,31
20.27692,1,0,34
23.04231,1,0,28
14.48846,0,1,30
30.48461,1,1,26
20.70853,1,0,31
14.43846,0,0,29
14.05769,0,0,30
27.43846,1,1,34
25.21539,0,0,31
11.35,0,1,34
21.06923,1,1,28
31.64615,1,1,28
16.84909,1,1,33
11.026923,1,0,29
22.33461,0,0,32
17.82308,0,0,34
13.02692,0,1,25
12.215385,0,0,26
12.3,0,0,33
24.98461,1,0,33
23.35,1,0,33
18.58461,0,0,32
12.665385,0,1,31
11.103846,0,1,25
26.83846,0,0,28
19.68352,1,1,32
24.87802,1,1,29
13.67692,0,0,31
11.16282,1,0,31
16.06154,1,1,26
10.792307,1,1,31
24.62952,1,1,28
22.23077,0,0,30
14.38846,1,0,28
14.93846,0,0,34
18.76539,1,1,29
15.65,0,1,32
12.475,1,1,31
39.40769,1,0,33
13.09615,0,0,30
11.161538,1,1,27
15.05897,0,0,32
34.60128,1,0,25
10.9,0,0,34
8.388462,0,0,31
10.829915,0,1,26
17.77308,0,1,34
8.936486,0,1,25
18.58427,1,0,28
19.85769,0,1,26
14.33846,0,0,28
12.381197,0,0,33
17.09231,0,1,32
7.077885,0,1,28
16.13077,0,1,32
19.52692,0,0,27
10.2,0,0,27
19.5,0,0,25
23.24269,1,0,34
15.8,0,0,33
19.32692,0,0,25
16.22051,0,0,34
28.88077,1,1,34
43.58462,0,0,32
18.23461,0,1,29
8.969231,0,0,32
24.1,0,0,31
13.29231,1,1,31
9.761538,0,1,26
15.61189,0,0,25
19.01539,1,0,31
9.838462,0,0,33
10.030769,0,0,33
20.58846,1,1,28
19.92692,1,1,31
41.76154,1,1,33
47.30604,1,0,33
12.9,0,0,29
15.88269,0,1,30
16.06154,1,1,26
20.22692,0,0,34
29.44231,0,0,30
20.02692,0,0,32
17.19231,1,0,32
12.75,0,1,28
16.26154,0,0,28
12.115385,0,0,25
17.80726,1,0,28
49.45385,1,1,33
18.22885,1,1,27
14.78846,0,1,33
18.38461,1,1,30
19.06539,1,1,32
23.86923,0,0,31
31.74615,0,0,29
17.62308,0,0,32
19.47692,0,1,27
16.69231,0,1,28
16.48889,0,0,26
18.73461,0,1,34
13.33606,0,1,25
26.93846,1,1,29
15.75,0,1,33
32.19615,1,0,33
26.27692,0,0,32
16.72244,0,0,27
18.76539,0,0,29
36.31643,1,0,27
26.83846,1,1,28
14.56923,1,0,25
31.21154,1,0,27
25.94615,0,1,34
22.23112,0,1,34
28.76154,1,1,28
13.55,1,0,25
16.88626,0,1,32
33.71437,1,0,33
7.857693,0,1,31
25.6359,0,0,32
13.65769,1,1,26
30.22308,0,0,33
17.67368,1,1,32
14.44689,0,0,30
13.65641,0,0,34
17.65726,0,0,27
13.65769,0,0,26
21.73077,1,1,25
23.73333,1,1,29
34.80128,1,0,27
34.05,1,1,28
26.9,1,1,29
14.45769,1,1,34
18.18461,0,0,28
21.11923,0,1,29
42.24231,1,1,33
16.10182,1,0,34
14.91923,0,0,29
10.092857,0,1,30
14.31471,1,0,25
32.9641,0,0,29
22.94231,0,1,28
24.40385,1,0,32
22.57885,1,1,33
13.32692,0,1,28
12.515385,0,0,29
24.83461,0,0,32
12.75,0,1,28
12.765385,0,1,32
11.053846,0,0,29
29.79231,1,0,33
16.90192,1,1,32
15.15,1,0,26
11.953846,0,0,33
13.08269,1,0,26
22.08077,1,0,28
10.427778,0,1,27
16.63681,1,0,34
20.24386,0,0,27
38.65641,1,1,34
24.02308,1,0,33
13.68461,1,1,33
12.353922,1,0,25
17.32244,0,0,33
11.953846,1,1,33
14.70385,1,0,31
38.06484,0,0,29
11.553846,1,1,29
22.23077,0,0,30
13.08654,1,0,27
9.230769,0,0,25
19.92692,0,0,31
11.917456,0,1,25
18.61197,1,1,28
12.290659,0,1,30
14.51923,1,1,25
19.31539,1,0,34
14.7645,0,0,33
19.39615,1,0,30
40.61264,1,0,32
12.79412,1,1,25
16.09231,0,0,34
23.67308,1,1,30
15.96154,1,1,25
24.88461,1,0,32
24.23461,1,1,26
19.58932,0,1,34
14.21795,1,1,30
26.27692,1,1,32
19.16539,1,1,33
20.20769,0,0,29
25.92692,0,1,29
27.08846,1,0,30
19.62692,1,1,28
38.95769,0,0,29
24.61113,1,0,28
22.38042,0,0,28
12.965385,0,1,34
32.29615,1,0,34
19.28352,1,1,28
43.86538,1,1,30
17.52308,1,1,31
20.15769,1,0,28
34.07211,0,1,28
14.48846,1,0,29
17.45726,1,1,25
30.62778,1,0,28
10.843137,0,0,30
11.741259,0,0,30
23.49595,1,1,30
10.446258,1,0,26
16.31154,1,0,28
12.597325,1,1,34
17.26923,0,1,28
12.1,0,1,34
27.43846,0,0,34
20.96923,1,1,27
14.98846,1,0,34
14.71923,0,0,27
28.74615,0,0,29
15.63077,1,0,26
14.71923,0,0,27
8.607693,1,0,25
17.94375,1,0,28
17.24087,1,1,28
26.52692,1,0,34
25.8859,1,0,34
20.10769,0,0,28
18.63461,0,1,33
9.961538,0,1,28
6.269697,1,0,30
22.13077,0,0,29
10.983333,0,1,27
10.2,0,0,27
16.66154,1,1,32
19.37692,1,0,25
54.01154,1,0,30
27.7,1,1,27
20.50769,0,0,32
6.546154,0,0,27
15.7,0,0,32
10.411538,0,0,32
14.30769,0,1,33
12.465385,1,0,28
18.85,0,1,29
35.69231,1,1,30
25.69615,0,0,31
18.775,0,1,32
13.39615,1,1,33
34.3,1,0,30
22.72637,1,0,33
19.62692,0,0,28
10.42,0,0,32
10.65,0,1,32
11.35,0,0,31
17.08626,0,1,34
17.67308,1,0,32
16.39615,0,0,33
12.334615,0,0,32
20.50769,0,0,32
12.088889,0,0,32
21.13317,1,1,25
26.22692,0,1,32
14.13846,1,1,26
20.22692,1,1,34
9.911538,1,1,27
26.525,0,0,34
12.873809,0,1,34
19.62692,1,1,28
12.580769,0,1,34
41.91154,1,0,34
15.46923,1,0,34
15.94039,0,0,32
15.8,1,1,33
18.13461,1,0,27
16.46154,1,1,30
14.53049,1,1,30
13.28951,0,0,28
15.10769,0,0,28
18.95,0,1,30
17.96823,1,1,25
17.67991,1,0,31
