"experience","weeks","occupation","industry","south","smsa","married","gender","union","education","ethnicity","wage","year","id"
26,49,"blue","no","yes","no",1,"male","no",9,"other",340,"1978","170"
27,50,"blue","no","yes","no",1,"male","no",9,"other",437,"1979","170"
28,52,"blue","no","yes","no",1,"male","no",9,"other",400,"1980","170"
29,49,"blue","no","yes","no",1,"male","no",9,"other",400,"1981","170"
30,49,"blue","no","yes","no",1,"male","no",9,"other",463,"1982","170"
12,51,"blue","no","no","yes",0,"male","no",12,"afam",400,"1976","171"
13,51,"blue","no","no","yes",0,"male","no",12,"afam",375,"1977","171"
14,50,"blue","no","no","yes",0,"male","no",12,"afam",437,"1978","171"
15,49,"white","no","no","yes",0,"male","no",12,"afam",437,"1979","171"
16,45,"white","no","no","yes",0,"male","no",12,"afam",525,"1980","171"
17,52,"white","no","no","yes",0,"male","no",12,"afam",625,"1981","171"
18,28,"white","no","no","yes",0,"male","no",12,"afam",700,"1982","171"
10,48,"white","yes","no","yes",1,"male","no",16,"other",998,"1976","172"
11,47,"white","yes","no","yes",1,"male","no",16,"other",998,"1977","172"
12,47,"white","yes","no","yes",1,"male","no",16,"other",1377,"1978","172"
13,46,"white","yes","no","yes",1,"male","no",16,"other",1470,"1979","172"
14,48,"white","yes","no","yes",1,"male","no",16,"other",1531,"1980","172"
15,49,"white","no","no","yes",1,"male","no",16,"other",1946,"1981","172"
16,50,"white","no","no","yes",1,"male","no",16,"other",1438,"1982","172"
28,48,"white","yes","no","yes",1,"male","no",16,"other",998,"1976","173"
29,46,"white","yes","no","yes",1,"male","no",16,"other",998,"1977","173"
30,46,"white","yes","no","yes",1,"male","no",16,"other",1550,"1978","173"
31,49,"white","yes","no","yes",1,"male","no",16,"other",1500,"1979","173"
32,44,"white","yes","no","yes",1,"male","no",16,"other",1910,"1980","173"
33,48,"white","yes","no","yes",1,"male","no",16,"other",2250,"1981","173"
34,43,"white","yes","no","yes",1,"male","no",16,"other",2200,"1982","173"
5,28,"blue","yes","no","yes",0,"male","yes",12,"other",438,"1976","174"
6,40,"white","yes","no","yes",0,"male","yes",12,"other",674,"1977","174"
7,29,"blue","yes","no","yes",0,"male","yes",12,"other",751,"1978","174"
8,46,"blue","yes","no","yes",0,"male","yes",12,"other",812,"1979","174"
9,48,"blue","yes","no","yes",0,"male","yes",12,"other",894,"1980","174"
10,49,"blue","yes","no","yes",0,"male","yes",12,"other",989,"1981","174"
11,48,"blue","yes","no","yes",0,"male","yes",12,"other",1093,"1982","174"
3,49,"white","no","no","yes",0,"female","no",12,"other",390,"1976","175"
4,50,"white","no","no","yes",0,"female","no",12,"other",451,"1977","175"
5,48,"white","no","no","yes",0,"female","no",12,"other",480,"1978","175"
6,49,"white","no","no","yes",0,"female","no",12,"other",503,"1979","175"
7,48,"white","no","no","yes",0,"female","no",12,"other",539,"1980","175"
8,50,"white","no","no","yes",0,"female","no",12,"other",581,"1981","175"
9,49,"white","no","no","yes",0,"female","no",12,"other",835,"1982","175"
4,50,"blue","no","no","no",1,"male","no",14,"other",624,"1976","176"
5,50,"white","no","no","no",1,"male","no",14,"other",780,"1977","176"
6,50,"white","no","no","no",1,"male","no",14,"other",850,"1978","176"
7,50,"white","no","no","no",1,"male","no",14,"other",950,"1979","176"
8,50,"white","no","no","no",1,"male","no",14,"other",1000,"1980","176"
9,49,"white","no","no","no",1,"male","no",14,"other",1253,"1981","176"
10,47,"white","no","no","no",1,"male","no",14,"other",1365,"1982","176"
19,49,"white","no","no","yes",0,"female","no",15,"other",875,"1976","177"
20,51,"white","no","no","yes",0,"female","no",15,"other",921,"1977","177"
21,48,"white","no","no","yes",0,"female","no",15,"other",437,"1978","177"
22,49,"white","no","no","yes",0,"female","no",15,"other",1000,"1979","177"
23,47,"white","no","no","yes",0,"female","no",15,"other",500,"1980","177"
24,52,"white","no","no","yes",0,"female","no",15,"other",813,"1981","177"
25,50,"white","no","no","yes",0,"female","no",15,"other",730,"1982","177"
3,49,"blue","yes","no","no",1,"male","no",9,"other",446,"1976","178"
4,48,"blue","yes","no","no",1,"male","no",9,"other",472,"1977","178"
5,49,"blue","yes","no","no",1,"male","no",9,"other",514,"1978","178"
6,50,"blue","yes","no","no",1,"male","no",9,"other",592,"1979","178"
7,51,"blue","yes","no","no",1,"male","no",9,"other",617,"1980","178"
8,47,"blue","yes","no","no",1,"male","no",9,"other",715,"1981","178"
9,49,"blue","yes","no","no",1,"male","no",9,"other",860,"1982","178"
20,47,"blue","no","no","no",1,"male","no",16,"other",313,"1976","179"
21,47,"blue","no","no","no",1,"male","no",16,"other",375,"1977","179"
22,49,"blue","no","no","no",1,"male","no",16,"other",410,"1978","179"
23,50,"blue","no","no","no",1,"male","no",16,"other",383,"1979","179"
24,46,"blue","no","no","no",1,"male","no",16,"other",425,"1980","179"
25,48,"blue","no","no","no",1,"male","no",16,"other",558,"1981","179"
26,49,"blue","no","no","no",1,"male","no",16,"other",584,"1982","179"
11,48,"white","no","no","yes",1,"male","no",12,"other",539,"1976","180"
12,48,"white","no","no","yes",1,"male","no",12,"other",600,"1977","180"
13,50,"white","no","no","no",1,"male","no",12,"other",696,"1978","180"
14,50,"white","no","no","yes",1,"male","no",12,"other",838,"1979","180"
15,51,"white","no","no","yes",1,"male","no",12,"other",1796,"1980","180"
16,50,"white","no","no","yes",1,"male","no",12,"other",838,"1981","180"
17,50,"white","no","no","yes",1,"male","no",12,"other",1078,"1982","180"
14,46,"blue","yes","yes","no",1,"male","yes",12,"other",700,"1976","181"
15,26,"white","yes","yes","no",1,"male","no",12,"other",960,"1977","181"
16,50,"white","yes","yes","no",1,"male","no",12,"other",1018,"1978","181"
17,49,"white","yes","yes","no",1,"male","no",12,"other",1170,"1979","181"
18,49,"blue","yes","yes","no",1,"male","no",12,"other",1250,"1980","181"
19,49,"blue","yes","yes","no",1,"male","no",12,"other",1700,"1981","181"
20,32,"blue","yes","yes","no",1,"male","yes",12,"other",1267,"1982","181"
8,51,"blue","no","yes","no",1,"female","no",14,"other",350,"1976","182"
9,51,"blue","no","yes","no",1,"female","no",14,"other",360,"1977","182"
10,51,"blue","no","yes","no",1,"female","no",14,"other",400,"1978","182"
11,50,"blue","no","yes","no",1,"female","no",14,"other",415,"1979","182"
12,50,"blue","no","yes","no",1,"female","no",14,"other",450,"1980","182"
13,50,"blue","no","yes","no",0,"female","no",14,"other",475,"1981","182"
14,51,"blue","no","yes","no",0,"female","no",14,"other",500,"1982","182"
10,36,"blue","no","yes","no",0,"female","no",8,"other",226,"1976","183"
11,36,"blue","no","yes","no",0,"female","no",8,"other",249,"1977","183"
12,39,"blue","no","yes","no",0,"female","no",8,"other",180,"1978","183"
13,36,"blue","no","yes","no",0,"female","no",8,"other",210,"1979","183"
14,35,"blue","no","yes","no",0,"female","no",8,"other",282,"1980","183"
15,38,"blue","no","yes","no",0,"female","no",8,"other",287,"1981","183"
16,41,"blue","no","yes","no",0,"female","no",8,"other",315,"1982","183"
25,47,"blue","yes","no","yes",1,"male","no",12,"other",702,"1976","184"
26,47,"blue","yes","no","yes",1,"male","no",12,"other",825,"1977","184"
27,47,"blue","yes","no","yes",1,"male","no",12,"other",753,"1978","184"
28,47,"blue","yes","no","yes",1,"male","no",12,"other",926,"1979","184"
29,47,"blue","yes","no","yes",1,"male","no",12,"other",1050,"1980","184"
30,47,"blue","yes","no","yes",1,"male","yes",12,"other",889,"1981","184"
31,47,"blue","yes","no","yes",1,"male","yes",12,"other",1200,"1982","184"
23,48,"blue","no","no","no",1,"male","yes",12,"other",700,"1976","185"
24,49,"blue","no","no","no",1,"male","yes",12,"other",750,"1977","185"
25,48,"blue","no","no","no",1,"male","yes",12,"other",817,"1978","185"
26,48,"blue","no","no","no",1,"male","yes",12,"other",885,"1979","185"
27,46,"blue","no","no","no",1,"male","yes",12,"other",981,"1980","185"
28,46,"blue","no","no","no",1,"male","yes",12,"other",1105,"1981","185"
29,47,"blue","no","no","no",1,"male","yes",12,"other",1227,"1982","185"
35,45,"blue","no","no","yes",1,"male","no",12,"other",900,"1976","186"
36,45,"blue","no","no","yes",1,"male","no",12,"other",950,"1977","186"
37,45,"blue","no","no","yes",1,"male","no",12,"other",1075,"1978","186"
38,46,"blue","no","no","yes",1,"male","no",12,"other",1207,"1979","186"
39,44,"blue","no","no","yes",1,"male","no",12,"other",1787,"1980","186"
40,44,"blue","no","no","yes",1,"male","no",12,"other",1722,"1981","186"
41,30,"blue","yes","no","yes",1,"male","yes",12,"other",1770,"1982","186"
22,47,"blue","no","no","yes",0,"male","yes",12,"other",998,"1976","187"
23,49,"blue","no","no","yes",1,"male","yes",12,"other",998,"1977","187"
24,45,"blue","no","no","yes",1,"male","yes",12,"other",1232,"1978","187"
25,26,"blue","no","no","yes",1,"male","yes",12,"other",1181,"1979","187"
26,22,"blue","no","no","yes",1,"male","yes",12,"other",1162,"1980","187"
27,48,"blue","no","no","yes",1,"male","yes",12,"other",1126,"1981","187"
28,42,"blue","no","no","yes",1,"male","yes",12,"other",1426,"1982","187"
10,49,"white","no","no","yes",1,"male","no",12,"other",750,"1976","188"
11,48,"white","no","no","yes",1,"male","no",12,"other",750,"1977","188"
12,48,"white","no","no","yes",1,"male","no",12,"other",928,"1978","188"
13,48,"white","no","no","yes",1,"male","no",12,"other",1018,"1979","188"
14,47,"white","no","no","yes",1,"male","no",12,"other",1123,"1980","188"
15,46,"white","no","no","yes",1,"male","no",12,"other",1168,"1981","188"
16,48,"white","no","no","yes",1,"male","no",12,"other",1317,"1982","188"
23,48,"white","no","no","yes",1,"male","no",17,"other",998,"1976","189"
24,48,"white","no","no","no",1,"male","no",17,"other",998,"1977","189"
25,49,"white","no","no","no",1,"male","no",17,"other",1150,"1978","189"
26,48,"white","no","no","no",1,"male","no",17,"other",1200,"1979","189"
27,48,"white","no","no","no",1,"male","no",17,"other",1250,"1980","189"
28,48,"white","no","no","no",1,"male","no",17,"other",1096,"1981","189"
29,49,"white","no","no","no",1,"male","no",17,"other",1113,"1982","189"
6,51,"blue","yes","yes","no",1,"male","no",9,"other",444,"1976","190"
7,51,"blue","yes","yes","no",1,"male","no",9,"other",540,"1977","190"
8,50,"blue","yes","yes","no",1,"male","no",9,"other",605,"1978","190"
9,50,"blue","yes","yes","no",1,"male","no",9,"other",750,"1979","190"
10,49,"blue","yes","yes","no",1,"male","no",9,"other",828,"1980","190"
11,50,"blue","yes","yes","no",1,"male","no",9,"other",921,"1981","190"
12,50,"blue","yes","yes","no",1,"male","no",9,"other",1048,"1982","190"
25,50,"blue","yes","yes","no",1,"male","yes",6,"other",446,"1976","191"
26,51,"blue","yes","yes","no",1,"male","yes",6,"other",540,"1977","191"
27,51,"blue","yes","yes","no",1,"male","yes",6,"other",540,"1978","191"
28,51,"blue","yes","yes","no",1,"male","yes",6,"other",585,"1979","191"
29,44,"blue","yes","yes","no",1,"male","yes",6,"other",648,"1980","191"
30,41,"blue","yes","yes","no",1,"male","yes",6,"other",697,"1981","191"
31,42,"blue","yes","yes","no",1,"male","yes",6,"other",728,"1982","191"
6,48,"white","yes","no","yes",1,"male","yes",12,"other",537,"1976","192"
7,49,"white","yes","no","yes",1,"male","yes",12,"other",639,"1977","192"
8,42,"white","yes","no","yes",1,"male","yes",12,"other",699,"1978","192"
9,15,"white","yes","no","yes",1,"male","yes",12,"other",770,"1979","192"
10,44,"white","yes","no","yes",1,"male","yes",12,"other",870,"1980","192"
11,47,"blue","yes","no","yes",1,"male","yes",12,"other",936,"1981","192"
12,44,"white","yes","no","yes",1,"male","yes",12,"other",1041,"1982","192"
32,48,"white","no","no","yes",1,"male","no",16,"other",998,"1976","193"
33,49,"white","no","no","yes",1,"male","no",16,"other",998,"1977","193"
34,50,"white","no","no","yes",1,"male","no",16,"other",1580,"1978","193"
35,48,"white","no","no","yes",1,"male","no",16,"other",1677,"1979","193"
36,49,"white","no","no","yes",1,"male","no",16,"other",1750,"1980","193"
37,52,"white","no","no","yes",1,"male","no",16,"other",1453,"1981","193"
38,50,"white","no","no","yes",1,"male","no",16,"other",1796,"1982","193"
11,47,"blue","no","no","no",1,"male","yes",12,"other",699,"1976","194"
12,45,"blue","no","no","no",1,"male","yes",12,"other",930,"1977","194"
13,48,"blue","no","no","no",1,"male","yes",12,"other",896,"1978","194"
14,48,"blue","no","no","no",1,"male","yes",12,"other",899,"1979","194"
15,48,"blue","no","no","no",1,"male","yes",12,"other",1003,"1980","194"
16,51,"blue","yes","no","no",1,"male","yes",12,"other",805,"1981","194"
17,49,"blue","yes","no","no",1,"male","yes",12,"other",650,"1982","194"
11,52,"white","yes","yes","yes",1,"male","no",16,"other",630,"1976","195"
12,50,"white","yes","yes","yes",1,"male","no",16,"other",750,"1977","195"
13,50,"white","yes","yes","yes",1,"male","no",16,"other",810,"1978","195"
14,50,"white","yes","yes","yes",1,"male","no",16,"other",925,"1979","195"
15,50,"white","yes","yes","yes",1,"male","no",16,"other",1000,"1980","195"
16,51,"white","yes","yes","yes",1,"male","no",16,"other",831,"1981","195"
17,52,"white","yes","yes","yes",1,"male","no",16,"other",829,"1982","195"
7,46,"blue","no","yes","no",1,"male","no",9,"other",425,"1976","196"
8,50,"blue","no","yes","no",1,"male","no",9,"other",500,"1977","196"
9,49,"blue","no","yes","no",1,"male","no",9,"other",625,"1978","196"
10,48,"blue","no","yes","no",1,"male","no",9,"other",725,"1979","196"
11,50,"blue","no","yes","no",1,"male","no",9,"other",800,"1980","196"
12,50,"blue","no","yes","no",1,"male","no",9,"other",850,"1981","196"
13,40,"blue","no","yes","no",1,"male","no",9,"other",1000,"1982","196"
20,50,"blue","yes","yes","no",0,"female","no",7,"other",253,"1976","197"
21,50,"blue","yes","yes","no",0,"female","no",7,"other",337,"1977","197"
22,50,"blue","yes","yes","no",0,"female","no",7,"other",365,"1978","197"
23,50,"blue","yes","yes","no",0,"female","no",7,"other",394,"1979","197"
24,49,"blue","yes","yes","no",0,"female","no",7,"other",425,"1980","197"
25,48,"blue","yes","yes","no",0,"female","no",7,"other",459,"1981","197"
26,39,"blue","yes","yes","no",0,"female","no",7,"other",499,"1982","197"
29,47,"white","yes","no","no",1,"male","no",12,"other",800,"1976","198"
30,48,"white","yes","no","no",1,"male","no",12,"other",800,"1977","198"
31,47,"white","yes","no","no",1,"male","no",12,"other",875,"1978","198"
32,45,"white","yes","no","no",1,"male","no",12,"other",940,"1979","198"
33,45,"white","yes","no","no",1,"male","no",12,"other",1125,"1980","198"
34,45,"white","yes","no","no",1,"male","no",12,"other",1198,"1981","198"
35,45,"white","yes","no","no",1,"male","no",12,"other",1250,"1982","198"
8,50,"white","no","no","yes",0,"male","no",13,"other",600,"1976","199"
9,50,"white","no","no","yes",0,"male","no",13,"other",678,"1977","199"
10,48,"white","no","no","yes",0,"male","no",13,"other",738,"1978","199"
11,50,"white","no","no","yes",0,"male","no",13,"other",844,"1979","199"
12,49,"white","no","no","yes",0,"male","no",13,"other",937,"1980","199"
13,48,"white","no","no","yes",0,"male","no",13,"other",1000,"1981","199"
14,50,"white","no","no","yes",0,"male","no",13,"other",1200,"1982","199"
3,43,"white","no","no","no",1,"male","no",17,"other",480,"1976","200"
4,38,"white","no","no","no",1,"male","no",17,"other",565,"1977","200"
5,36,"white","no","no","no",1,"male","no",17,"other",575,"1978","200"
6,36,"white","no","no","no",1,"male","no",17,"other",599,"1979","200"
7,36,"white","no","no","no",1,"male","yes",17,"other",700,"1980","200"
8,37,"white","no","no","no",1,"male","yes",17,"other",800,"1981","200"
9,38,"white","no","no","no",1,"male","no",17,"other",838,"1982","200"
20,48,"blue","yes","no","no",1,"male","yes",11,"other",475,"1976","201"
21,47,"blue","yes","no","no",1,"male","yes",11,"other",514,"1977","201"
22,48,"blue","yes","no","no",1,"male","yes",11,"other",582,"1978","201"
23,47,"blue","yes","no","no",1,"male","yes",11,"other",628,"1979","201"
24,47,"blue","yes","no","no",1,"male","yes",11,"other",672,"1980","201"
25,45,"blue","yes","no","no",1,"male","yes",11,"other",753,"1981","201"
26,47,"blue","yes","no","no",1,"male","yes",11,"other",825,"1982","201"
7,50,"white","no","yes","yes",0,"female","no",12,"other",368,"1976","202"
8,50,"white","no","yes","yes",0,"female","no",12,"other",375,"1977","202"
9,51,"white","no","yes","yes",0,"female","no",12,"other",449,"1978","202"
10,51,"white","no","yes","yes",0,"female","no",12,"other",524,"1979","202"
11,48,"white","no","yes","yes",0,"female","no",12,"other",524,"1980","202"
12,50,"white","no","yes","yes",0,"female","no",12,"other",554,"1981","202"
13,50,"white","no","yes","yes",0,"female","no",12,"other",617,"1982","202"
19,46,"white","no","no","yes",1,"male","no",9,"other",437,"1976","203"
20,52,"white","no","no","yes",1,"male","no",9,"other",437,"1977","203"
21,51,"white","no","no","yes",1,"male","no",9,"other",463,"1978","203"
22,50,"white","no","no","yes",1,"male","no",9,"other",487,"1979","203"
23,51,"white","no","no","yes",1,"male","no",9,"other",487,"1980","203"
24,51,"white","no","no","yes",1,"male","no",9,"other",390,"1981","203"
25,52,"white","no","no","yes",1,"male","no",9,"other",410,"1982","203"
32,50,"blue","no","yes","no",1,"male","yes",9,"other",650,"1976","204"
33,48,"blue","no","yes","no",1,"male","yes",9,"other",690,"1977","204"
34,45,"blue","no","yes","no",1,"male","no",9,"other",725,"1978","204"
35,38,"blue","no","yes","no",1,"male","yes",9,"other",790,"1979","204"
36,28,"blue","no","yes","no",1,"male","yes",9,"other",900,"1980","204"
37,44,"blue","no","yes","no",1,"male","yes",9,"other",1030,"1981","204"
38,46,"blue","no","yes","no",1,"male","yes",9,"other",1150,"1982","204"
25,45,"blue","no","yes","no",1,"male","yes",12,"other",697,"1976","205"
26,48,"blue","no","yes","no",1,"male","yes",12,"other",800,"1977","205"
27,42,"blue","no","yes","no",1,"male","yes",12,"other",1000,"1978","205"
28,36,"blue","no","yes","no",1,"male","yes",12,"other",808,"1979","205"
29,48,"blue","no","yes","no",1,"male","yes",12,"other",1000,"1980","205"
30,34,"blue","no","yes","no",1,"male","yes",12,"other",1031,"1981","205"
31,34,"blue","no","yes","no",1,"male","yes",12,"other",1151,"1982","205"
12,48,"white","no","no","yes",1,"male","no",13,"other",998,"1976","206"
13,50,"white","no","no","yes",1,"male","no",13,"other",998,"1977","206"
14,50,"white","no","no","no",1,"male","no",13,"other",1545,"1978","206"
15,49,"white","no","no","no",1,"male","no",13,"other",1765,"1979","206"
16,49,"white","no","no","yes",1,"male","no",13,"other",1810,"1980","206"
17,49,"white","no","no","yes",1,"male","no",13,"other",1363,"1981","206"
18,47,"white","no","no","yes",1,"male","no",13,"other",2625,"1982","206"
13,51,"white","no","no","yes",1,"male","no",17,"other",998,"1976","207"
14,35,"white","no","no","yes",1,"male","no",17,"other",998,"1977","207"
15,52,"white","no","no","yes",1,"male","no",17,"other",1500,"1978","207"
16,52,"white","no","no","yes",1,"male","no",17,"other",2223,"1979","207"
17,52,"white","no","no","yes",1,"male","no",17,"other",1078,"1980","207"
18,52,"white","no","no","yes",1,"male","no",17,"other",1750,"1981","207"
19,51,"white","no","no","yes",1,"male","no",17,"other",2750,"1982","207"
15,22,"blue","no","no","yes",0,"female","no",11,"afam",220,"1976","208"
16,46,"blue","no","no","yes",0,"female","no",11,"afam",250,"1977","208"
17,50,"blue","no","no","yes",0,"female","yes",11,"afam",315,"1978","208"
18,49,"blue","no","no","yes",0,"female","yes",11,"afam",315,"1979","208"
19,50,"blue","no","no","yes",0,"female","yes",11,"afam",335,"1980","208"
20,41,"blue","no","no","yes",0,"female","no",11,"afam",385,"1981","208"
21,42,"blue","no","no","yes",0,"female","no",11,"afam",425,"1982","208"
23,49,"white","no","no","no",1,"male","no",17,"other",700,"1976","209"
24,40,"white","no","no","no",1,"male","no",17,"other",790,"1977","209"
25,44,"white","no","no","no",1,"male","no",17,"other",785,"1978","209"
26,43,"white","no","no","no",1,"male","no",17,"other",790,"1979","209"
27,41,"white","no","no","no",1,"male","no",17,"other",825,"1980","209"
28,40,"white","no","no","no",1,"male","no",17,"other",900,"1981","209"
29,42,"white","no","no","no",1,"male","no",17,"other",990,"1982","209"
34,39,"blue","yes","no","no",0,"male","yes",8,"other",750,"1976","210"
35,48,"blue","yes","no","no",0,"male","yes",8,"other",750,"1977","210"
36,48,"blue","yes","no","no",0,"male","yes",8,"other",825,"1978","210"
37,48,"blue","yes","no","no",0,"male","yes",8,"other",900,"1979","210"
38,47,"blue","yes","no","no",0,"male","yes",8,"other",950,"1980","210"
39,45,"blue","yes","no","no",0,"male","yes",8,"other",1000,"1981","210"
40,45,"blue","yes","no","no",0,"male","yes",8,"other",1050,"1982","210"
30,49,"white","yes","no","yes",1,"male","no",10,"other",875,"1976","211"
31,48,"white","yes","no","yes",1,"male","no",10,"other",998,"1977","211"
32,49,"white","yes","no","yes",1,"male","no",10,"other",1000,"1978","211"
33,49,"white","yes","no","yes",1,"male","no",10,"other",1587,"1979","211"
34,52,"white","yes","no","yes",1,"male","no",10,"other",1725,"1980","211"
35,49,"white","yes","no","yes",1,"male","no",10,"other",2100,"1981","211"
36,48,"white","yes","no","yes",1,"male","yes",10,"other",1900,"1982","211"
7,49,"white","yes","no","yes",1,"male","no",17,"other",998,"1976","212"
8,48,"white","yes","no","yes",1,"male","no",17,"other",998,"1977","212"
9,49,"white","yes","no","yes",1,"male","no",17,"other",1200,"1978","212"
10,49,"white","yes","no","yes",1,"male","no",17,"other",1350,"1979","212"
11,47,"white","yes","no","yes",1,"male","no",17,"other",1500,"1980","212"
12,49,"white","yes","no","yes",1,"male","no",17,"other",1341,"1981","212"
13,49,"white","yes","no","yes",1,"male","no",17,"other",2000,"1982","212"
27,48,"white","no","no","yes",1,"male","no",11,"other",998,"1976","213"
28,49,"blue","no","no","yes",1,"male","no",11,"other",998,"1977","213"
29,49,"blue","no","no","yes",1,"male","no",11,"other",1100,"1978","213"
30,51,"blue","no","no","yes",1,"male","no",11,"other",1200,"1979","213"
31,48,"blue","no","no","yes",1,"male","no",11,"other",1250,"1980","213"
32,49,"blue","no","no","yes",1,"male","no",11,"other",1190,"1981","213"
33,48,"blue","yes","no","yes",1,"male","no",11,"other",1400,"1982","213"
24,49,"white","no","no","yes",1,"male","no",12,"other",537,"1976","214"
25,48,"blue","no","no","yes",1,"male","no",12,"other",575,"1977","214"
26,49,"blue","no","no","yes",1,"male","no",12,"other",625,"1978","214"
27,49,"blue","no","no","yes",1,"male","no",12,"other",625,"1979","214"
28,49,"blue","no","no","yes",1,"male","no",12,"other",650,"1980","214"
29,49,"blue","no","no","yes",1,"male","no",12,"other",700,"1981","214"
30,49,"blue","no","no","yes",1,"male","no",12,"other",700,"1982","214"
35,48,"white","no","yes","yes",1,"male","no",16,"afam",525,"1976","215"
36,50,"white","no","yes","yes",1,"male","no",16,"afam",480,"1977","215"
37,50,"white","no","yes","yes",1,"male","no",16,"afam",450,"1978","215"
38,46,"white","no","yes","yes",1,"male","no",16,"afam",450,"1979","215"
39,52,"white","no","yes","yes",1,"male","no",16,"afam",550,"1980","215"
40,51,"white","no","yes","yes",1,"male","no",16,"afam",500,"1981","215"
41,50,"white","no","yes","yes",1,"male","no",16,"afam",600,"1982","215"
17,49,"white","no","yes","yes",1,"male","no",17,"other",950,"1976","216"
18,49,"white","no","yes","yes",1,"male","no",17,"other",998,"1977","216"
19,49,"white","no","yes","yes",1,"male","no",17,"other",1150,"1978","216"
20,49,"white","no","yes","yes",1,"male","no",17,"other",1250,"1979","216"
21,47,"white","no","yes","yes",1,"male","no",17,"other",1400,"1980","216"
22,48,"white","no","yes","yes",1,"male","no",17,"other",1091,"1981","216"
23,48,"white","no","yes","yes",1,"male","no",17,"other",1900,"1982","216"
4,49,"white","no","no","no",1,"male","no",13,"other",425,"1976","217"
5,50,"white","no","no","no",1,"male","no",13,"other",425,"1977","217"
6,50,"white","no","no","no",1,"male","no",13,"other",500,"1978","217"
7,51,"white","no","no","no",1,"male","no",13,"other",563,"1979","217"
8,50,"white","no","no","no",1,"male","no",13,"other",625,"1980","217"
9,49,"white","no","no","no",1,"male","no",13,"other",489,"1981","217"
10,49,"white","no","no","no",1,"male","no",13,"other",687,"1982","217"
11,46,"blue","yes","no","no",1,"male","yes",12,"other",553,"1976","218"
12,12,"blue","yes","no","no",1,"male","yes",12,"other",563,"1977","218"
13,49,"blue","yes","no","no",1,"male","yes",12,"other",603,"1978","218"
14,49,"blue","yes","no","no",1,"male","yes",12,"other",693,"1979","218"
15,48,"blue","yes","no","no",1,"male","yes",12,"other",697,"1980","218"
16,49,"blue","yes","no","no",1,"male","yes",12,"other",773,"1981","218"
17,49,"blue","yes","no","no",1,"male","yes",12,"other",803,"1982","218"
19,48,"white","no","no","yes",1,"male","no",12,"other",910,"1976","219"
20,43,"white","no","no","yes",1,"male","no",12,"other",900,"1977","219"
21,48,"white","no","no","yes",1,"male","yes",12,"other",1050,"1978","219"
22,48,"white","no","no","yes",1,"male","no",12,"other",1198,"1979","219"
23,48,"white","no","no","yes",1,"male","yes",12,"other",1579,"1980","219"
24,50,"white","no","no","yes",1,"male","no",12,"other",1800,"1981","219"
25,50,"blue","no","no","yes",1,"male","yes",12,"other",1354,"1982","219"
33,43,"white","no","yes","yes",1,"male","yes",12,"other",651,"1976","220"
34,41,"white","no","yes","yes",1,"male","yes",12,"other",702,"1977","220"
35,43,"white","no","yes","yes",1,"male","yes",12,"other",756,"1978","220"
36,42,"white","no","yes","yes",1,"male","yes",12,"other",850,"1979","220"
37,41,"white","no","yes","yes",1,"male","yes",12,"other",925,"1980","220"
38,45,"white","no","yes","no",1,"male","yes",12,"other",1200,"1981","220"
39,46,"white","no","yes","no",1,"male","yes",12,"other",1154,"1982","220"
28,44,"white","no","no","yes",1,"male","no",17,"other",998,"1976","221"
29,49,"white","no","no","yes",1,"male","no",17,"other",998,"1977","221"
30,48,"white","no","no","yes",1,"male","yes",17,"other",1350,"1978","221"
31,45,"white","no","no","yes",1,"male","yes",17,"other",1470,"1979","221"
32,46,"white","no","no","yes",1,"male","yes",17,"other",1600,"1980","221"
33,46,"white","no","no","yes",1,"male","yes",17,"other",1280,"1981","221"
34,46,"white","no","no","yes",1,"male","yes",17,"other",1454,"1982","221"
1,45,"blue","no","no","yes",0,"male","no",11,"other",300,"1976","222"
2,46,"blue","no","no","yes",0,"male","no",11,"other",525,"1977","222"
3,43,"blue","no","no","yes",0,"male","no",11,"other",375,"1978","222"
4,36,"blue","no","no","yes",0,"male","no",11,"other",250,"1979","222"
5,44,"white","no","no","yes",0,"male","no",11,"other",400,"1980","222"
6,47,"blue","no","no","yes",0,"male","no",11,"other",475,"1981","222"
7,51,"blue","no","no","yes",0,"male","no",11,"other",575,"1982","222"
12,50,"white","yes","yes","no",1,"male","no",14,"other",450,"1976","223"
13,49,"white","yes","yes","no",1,"male","no",14,"other",515,"1977","223"
14,50,"white","yes","yes","no",1,"male","no",14,"other",535,"1978","223"
15,49,"white","yes","yes","no",1,"male","no",14,"other",593,"1979","223"
16,50,"white","yes","yes","no",1,"male","no",14,"other",658,"1980","223"
17,49,"white","yes","yes","no",1,"male","no",14,"other",704,"1981","223"
18,48,"white","yes","yes","no",1,"male","no",14,"other",875,"1982","223"
34,30,"blue","no","no","yes",1,"male","yes",5,"other",998,"1976","224"
35,26,"blue","no","no","yes",1,"male","yes",5,"other",998,"1977","224"
36,30,"blue","no","no","yes",1,"male","yes",5,"other",1140,"1978","224"
37,36,"blue","no","no","yes",1,"male","yes",5,"other",1240,"1979","224"
38,49,"blue","no","no","yes",1,"male","yes",5,"other",1240,"1980","224"
39,44,"blue","no","no","yes",1,"male","yes",5,"other",1300,"1981","224"
40,52,"blue","no","no","yes",1,"male","yes",5,"other",1490,"1982","224"
10,49,"white","no","no","yes",0,"female","no",12,"other",413,"1976","225"
