ahe,female,age,yrseduc,location
30.98290634,1,52,14,south
10.09615421,1,35,16,south
24.03846169,0,36,14,south
11.53846169,1,33,13,south
7.692307472,0,42,8,south
8.17307663,1,42,12,south
6.400000095,0,57,12,south
8.846154213,0,52,12,south
7.5,1,48,12,south
14,1,44,12,south
11.53846169,1,55,12,south
15.86538506,1,54,14,south
31.25,0,45,14,south
27.27272797,0,45,13,south
15.73426533,0,56,12,south
7.8125,1,40,12,south
15.38461494,0,47,12,south
11.53846169,1,42,12,south
18.26922989,1,34,16,south
11.53846169,0,33,12,south
2.884615421,1,47,12,south
11.05769253,1,47,12,south
10.91476059,1,49,16,south
14.42307663,0,26,12,northeast
7.820512772,0,32,13,northeast
13.63461494,0,46,12,northeast
6.122448921,0,56,12,northeast
28.84615326,0,39,16,south
28.36538506,0,48,16,northeast
24.23077011,0,50,12,northeast
7.5,0,44,14,northeast
20.87307739,1,47,12,northeast
19.54423141,1,51,12,northeast
23.07692337,1,48,12,northeast
22.30769157,0,53,18,northeast
22.27363777,0,38,13,northeast
10.19230747,1,36,16,northeast
10,1,47,12,northeast
11.05769253,1,24,16,northeast
16.02564049,1,50,16,northeast
9.615385056,0,42,12,northeast
7.211538315,1,35,14,northeast
14.82371807,0,32,12,northeast
17.78846169,0,42,16,northeast
5.769230843,1,57,10,south
10.98901081,0,53,11,south
3.846153736,0,23,6,south
17.94871712,0,41,13,south
36.05769348,1,37,16,south
28.84615326,0,57,16,south
55.28845978,0,37,19,south
51.28205109,1,38,16,south
27.47252655,0,59,8,south
15.38461494,1,32,13,south
36.05769348,1,59,18,south
15.9384613,1,33,13,midwest
12.5,0,32,13,south
11.4285717,0,25,12,south
4.327884674,1,28,12,south
19.23077011,1,40,16,midwest
46.63461685,0,41,18,midwest
12.01923084,0,51,12,south
36.05769348,1,47,16,south
6.145192146,0,21,16,west
19.23077011,0,38,12,south
16.82692337,1,37,13,south
28.07692337,1,24,16,south
28.07692337,0,31,16,south
55.28845978,0,61,18,south
34.61538315,1,55,18,south
14.42307663,0,25,16,south
27.21153831,0,21,12,south
12.5,1,40,11,south
17.30769157,0,62,20,south
17.09401703,1,45,14,south
23.07692337,0,46,12,south
16.82692337,0,35,12,south
33.65384674,0,36,16,south
11.53846169,1,49,14,south
21,0,48,12,south
57.69230652,1,55,16,south
14.42307663,0,40,12,south
12.01923084,1,39,12,south
18.80341911,0,27,16,south
9.615385056,0,27,12,south
50,1,45,18,south
8.653845787,0,29,12,south
24.03846169,1,64,13,south
4.945055008,1,36,13,south
14.42307663,1,61,13,south
17.54807663,0,29,19,south
10.09615421,0,48,12,south
19.375,0,52,12,south
12.01923084,1,44,13,south
24.03846169,0,55,13,south
19.23077011,1,56,13,south
10,0,31,12,south
14.42307663,0,55,12,south
23.07692337,1,49,13,south
19.23077011,0,40,16,south
11.75213718,1,36,14,south
18.58974266,0,34,12,south
8.870192528,1,34,14,south
19.23077011,0,48,16,south
12.5,0,32,12,south
25,0,47,12,south
36.05769348,0,56,13,south
25,0,61,12,south
4.807692528,1,24,14,south
12.01923084,0,62,12,south
8.653845787,1,60,12,south
9.615385056,1,37,14,south
12.47401237,1,41,12,south
16.82692337,0,26,12,south
16.10336494,0,53,12,south
7.612179279,1,26,12,south
8.17307663,1,48,12,south
21.15384674,1,43,13,south
14.02243614,0,25,12,south
5.769230843,1,27,12,south
19.58333397,0,34,13,south
9.086538315,0,42,13,south
10.27451897,1,36,12,south
27.77777863,0,54,20,northeast
44.23077011,0,62,16,northeast
19.23077011,1,59,16,northeast
36.56282043,0,60,16,northeast
20,1,57,18,northeast
17.54807663,1,63,12,northeast
11.05769253,0,24,13,northeast
21.63461494,1,35,16,northeast
29.33575821,1,48,14,northeast
15.38461494,1,40,12,northeast
12.98076916,0,61,13,northeast
9.615385056,1,43,12,northeast
10.57692337,1,32,13,northeast
47.00854874,0,34,16,northeast
30.76922989,1,40,16,northeast
27.77777863,0,40,18,northeast
39.42307663,0,50,16,northeast
11.09467411,0,34,12,northeast
10.98901081,1,30,12,northeast
37.69230652,0,48,18,northeast
16.15384674,0,38,14,northeast
16.82692337,0,54,12,northeast
18.49112511,1,49,12,northeast
6.089743614,0,48,12,northeast
15.26730728,0,54,16,northeast
29.30769157,0,59,16,northeast
29.67033005,0,54,13,south
11.05769253,1,42,13,south
15,0,28,12,south
12.5,0,34,13,south
7.211538315,0,57,9,northeast
26.92307663,1,50,13,south
18.26922989,0,49,14,south
6.415384769,1,64,12,south
22.52747345,1,34,12,south
48.07692337,0,49,20,south
15.38461494,0,27,16,south
33.65384674,1,27,16,northeast
11.2426033,0,34,20,midwest
26.92307663,1,40,16,south
15.38461494,0,21,10,west
21.05555534,0,36,18,south
18,0,29,16,south
15.86538506,1,23,14,south
48.55769348,1,51,20,south
11.05769253,1,38,12,south
17.96558762,1,24,16,northeast
28.22115326,0,24,16,northeast
28.84615326,0,24,16,south
4.702797413,0,22,10,south
20.19230843,1,32,10,south
14.68531513,0,38,12,south
12.5,1,41,13,south
6.009615421,1,46,10,south
34.96503448,0,38,16,south
19.23077011,1,46,13,south
30.76922989,1,46,14,south
25.96153831,0,35,13,northeast
9.615385056,0,44,14,south
18.02884674,1,40,13,south
24.03846169,1,57,16,south
12.14574909,1,57,12,northeast
8.505917549,1,42,14,northeast
8.333333015,0,47,13,northeast
21.63461494,1,56,13,northeast
9.183673859,1,22,10,south
19.23077011,0,41,12,northeast
20.67307663,1,33,16,northeast
21.63461494,0,50,16,northeast
11.05769253,1,48,13,northeast
10.57692337,1,40,12,south
16.34615326,0,38,12,south
14.42307663,0,27,11,west
16.82692337,0,57,12,northeast
6.730769157,1,37,13,northeast
18.38760757,1,45,14,northeast
23.39743614,0,34,16,northeast
14.79289913,0,47,16,south
34.61538315,0,39,16,south
32.05128098,1,45,14,south
18.13186836,1,40,16,south
43.26922989,1,53,18,south
30,0,34,16,south
16.34615326,0,40,13,south
15.86538506,1,44,12,south
16.27219009,0,44,12,south
24.03846169,0,36,16,south
27.88461494,0,37,18,south
36.05769348,1,32,13,south
18.26922989,0,37,12,south
18.43833351,0,27,13,midwest
22.67628288,1,32,16,midwest
17.30769157,1,61,8,south
21.63461494,0,35,12,south
7.8125,0,30,13,south
14.42307663,1,27,13,south
19.23077011,1,49,16,south
27.88461494,1,37,14,south
46.15384674,0,38,16,south
25,0,39,12,south
18.26922989,1,27,12,south
16.53846169,0,39,12,south
16.58653831,1,31,11,south
8.547008514,1,59,11,northeast
36.05769348,0,57,19,northeast
52.13675308,0,48,18,northeast
38.46154022,0,53,13,northeast
45.19230652,0,62,18,northeast
20,0,30,16,northeast
22.59615326,0,28,16,northeast
28.84615326,0,46,16,northeast
26.44230843,0,51,12,northeast
23.88504219,0,36,16,northeast
16.66666603,0,35,14,northeast
6.756756783,1,47,12,northeast
11.1627903,1,24,13,northeast
11.60477448,0,24,13,northeast
25.64102554,1,51,16,northeast
13.67521381,1,43,16,northeast
11.05769253,1,58,12,south
23.79807663,0,32,16,northeast
14.42307663,1,27,18,northeast
14.42307663,1,43,16,northeast
28.84615326,0,35,18,northeast
19.9898777,0,50,13,northeast
8.6285429,1,24,13,northeast
8,1,39,14,northeast
4.807692528,1,38,12,south
19.23077011,1,38,18,northeast
12.01923084,0,48,13,northeast
10.86538506,0,53,12,northeast
38.46154022,0,56,18,northeast
33.84615326,0,52,20,northeast
48.07692337,1,57,20,northeast
20,0,58,13,northeast
9.615385056,1,64,12,northeast
34.45512772,1,39,18,south
47.50299072,0,41,18,south
7.791666508,1,34,14,northeast
21.15384674,1,28,16,northeast
28.84615326,1,51,13,northeast
20.03205109,0,53,12,northeast
15.92851639,1,50,14,northeast
7.211538315,1,48,12,northeast
19.23077011,0,36,13,northeast
43.26922989,0,30,16,northeast
19.23077011,1,30,16,northeast
17.80219841,0,54,16,northeast
20.83333397,0,35,14,south
10.09615421,0,51,12,south
14.88461494,1,25,16,south
8.413461685,0,60,13,south
8.547008514,0,51,18,south
23.54788017,0,59,12,northeast
19.23077011,0,39,12,northeast
15.38461494,1,37,12,northeast
10.57692337,1,32,11,northeast
5.314499855,1,25,16,west
32.69230652,0,51,18,northeast
15.90236664,1,51,18,northeast
9.615385056,1,41,12,northeast
2.331002235,0,55,12,northeast
11.53846169,1,41,12,northeast
11.26373672,1,46,18,northeast
17.56992912,0,43,12,northeast
12.01923084,0,53,12,south
17.78846169,1,43,12,south
15.86538506,1,32,12,south
9.615385056,1,55,16,south
23.07692337,0,60,12,south
21.63461494,0,51,13,south
12.98076916,1,40,12,south
6.593406677,0,46,14,south
17.17033005,1,43,14,south
4.807692528,0,24,12,south
24.03846169,0,41,12,south
10.09615421,1,40,12,south
15.86538506,0,46,12,south
9.615385056,0,22,12,south
21.15384674,0,56,12,south
42.73504257,0,28,12,south
15,1,39,12,south
12.01923084,0,28,13,south
14.42307663,1,33,13,south
23.50427437,0,43,14,south
20,0,37,13,south
13.84615421,0,32,16,south
31.875,0,39,16,south
20.19230843,1,35,18,south
21.63461494,0,36,16,south
21.15384674,0,32,14,south
11.25,0,28,11,south
11.53846169,0,55,13,south
12.8698225,1,54,12,south
14.9572649,1,30,12,south
19.20000076,0,59,14,south
15.86538506,0,44,12,south
18.75,0,53,16,south
14.42307663,0,23,12,south
14.42307663,0,39,12,south
6.993356705,0,26,12,south
24.36111069,0,44,13,northeast
16.60839081,1,43,13,northeast
28.84615326,1,32,12,northeast
15.38461494,0,30,12,northeast
36.05769348,0,48,16,northeast
23.84615326,1,36,13,northeast
31.25,0,42,13,northeast
13.76012135,1,62,12,northeast
21.63461494,1,35,19,northeast
21.63461494,0,39,19,northeast
14.42307663,0,50,11,northeast
9.615385056,1,37,12,northeast
14.42307663,1,47,9,northeast
9.615385056,1,44,12,northeast
10.39500999,0,42,12,northeast
3.205128193,0,35,18,south
32.69230652,1,36,16,northeast
25.64102554,0,48,13,northeast
14.42307663,0,62,12,northeast
15.38461494,1,62,13,northeast
41.20878983,0,53,16,northeast
19.23077011,1,25,16,northeast
31.65064049,0,37,13,northeast
20.67307663,1,36,16,northeast
24.23077011,0,43,12,northeast
12,1,59,12,northeast
15,1,33,16,northeast
18.75,0,32,16,northeast
27.77777863,0,24,18,northeast
18.58974266,0,39,12,northeast
15.38461494,1,45,13,northeast
15.38461494,0,54,14,northeast
30.28846169,0,42,12,northeast
10.09615421,1,33,12,northeast
42.73504257,0,49,16,northeast
20.19230843,0,60,12,northeast
13.73626328,0,52,12,northeast
14.42307663,1,58,13,northeast
14.42307663,0,29,16,northeast
14.42307663,1,49,12,northeast
24.03846169,0,63,13,midwest
9.615385056,0,60,12,northeast
20.19230843,0,55,13,northeast
30.44871712,0,52,16,west
17.30769157,0,51,16,northeast
34.06593323,1,48,18,northeast
20,0,37,14,northeast
7.894736767,1,43,14,northeast
28.84711456,0,33,20,south
12.01923084,0,59,9,south
2.641826868,0,49,12,south
12.5,1,24,13,south
28.84615326,1,58,18,south
15,1,56,12,south
4.807692528,0,27,12,south
18.53750038,1,33,12,south
39.42307663,0,46,12,south
19,0,45,12,south
33.65384674,1,54,18,south
26.92307663,0,22,16,south
33.65384674,0,55,16,south
23.07692337,0,43,12,south
19.23077011,1,43,12,south
15.38461494,1,34,12,south
28.84615326,0,32,12,south
57.69230652,0,42,12,south
14.42307663,1,42,12,south
12.01923084,0,27,12,south
28.84615326,0,31,16,south
25.96153831,0,59,16,south
22.26720619,1,50,16,south
36.05769348,0,51,18,south
38.46154022,1,41,20,south
31.25,0,59,12,south
11.22449017,0,24,16,south
27.40384674,1,31,16,south
28.84615326,1,34,20,south
7.5,0,42,12,south
13.94230747,1,47,13,south
23.07692337,0,56,16,south
33.65384674,0,56,13,south
20.27026939,1,53,12,south
34.61538315,0,41,18,south
8.175824165,1,58,12,south
21.63461494,0,54,12,south
25.96153831,1,46,12,south
7.211538315,0,22,12,south
24.72527504,0,46,12,south
7,0,32,12,northeast
16.82692337,1,49,12,south
10.98901081,1,33,14,south
15.38461494,0,43,14,south
19.23077011,1,53,12,south
38.46154022,1,38,16,south
19.23077011,0,27,19,south
18.83012772,0,36,16,south
9.615385056,0,42,12,south
16.34615326,1,27,12,south
8,0,23,12,south
8.17307663,1,33,12,south
25.48077011,0,34,14,south
12.23776245,1,36,13,south
14.90384579,0,22,12,south
17.45192337,1,28,16,south
5.769230843,1,28,16,south
17.30769157,0,28,16,south
19.23077011,1,26,16,south
26.50727654,1,58,16,south
30.14670372,1,45,19,south
36.74759674,0,56,18,south
21.36752129,0,42,16,south
40.38461685,1,45,16,south
11.53846169,0,53,12,south
19.23077011,1,24,16,midwest
15.86538506,1,35,16,midwest
15.38461494,1,31,12,south
12.98076916,0,64,12,south
32.69230652,0,49,12,south
9.109312057,0,52,12,south
14.42307663,1,42,16,south
48.07692337,0,29,19,south
19.71153831,1,27,18,south
11.79487133,0,27,16,south
23.4375,1,44,18,south
52.88461685,1,33,18,west
20.57245064,0,33,14,south
26.44230843,0,51,18,south
7.211538315,0,26,14,south
6.25,1,49,9,south
9.615385056,1,27,12,south
11.53846169,1,45,6,south
13.46153831,0,35,12,south
37.5,0,44,13,south
18.70192337,0,49,16,south
16.02564049,1,48,18,south
31.25,0,49,18,south
43.26922989,1,45,19,south
25.96153831,0,46,12,south
20,0,21,16,south
16.34615326,0,50,12,south
8.461538315,0,22,12,south
18.75,1,53,12,south
4.125,0,34,16,south
14.88095284,0,44,16,south
14.14027119,0,30,11,south
36.05769348,1,38,12,south
21.36752129,1,58,16,south
18.26922989,1,51,12,south
24.03846169,1,41,14,south
20.19230843,0,42,13,south
19.23077011,0,42,12,south
28.125,0,35,16,south
7.211538315,1,38,12,south
5.769230843,1,61,9,south
3.846153736,1,37,12,south
7.5,0,61,6,south
20,1,54,16,south
23.07692337,0,59,16,south
57.69230652,0,42,19,south
44.07051468,1,28,16,south
19.71153831,1,61,13,south
14.42307663,0,49,16,south
12.01923084,1,45,16,south
11.05769253,0,51,12,south
20.97902107,0,59,16,south
15.38461494,1,55,18,south
8.07692337,0,40,13,midwest
19.23077011,1,61,18,south
11.53846169,1,40,11,south
7.25,1,22,12,south
22.59615326,1,23,12,south
10.57692337,0,41,12,midwest
20.19230843,1,40,12,south
10.57692337,0,23,13,south
21.63461494,1,57,13,south
2.884615421,1,44,12,south
14.90384579,0,51,16,south
13.46153831,1,49,16,south
14.42307663,0,51,12,south
48.07692337,0,37,12,south
20.88461494,0,34,12,south
21,0,42,11,south
9.495166779,1,43,12,south
10.57692337,1,38,13,south
23.07692337,0,59,16,south
12.01923084,0,24,12,south
12.01923084,0,28,12,south
25,1,27,12,south
10.76923084,0,22,14,midwest
18.18181801,0,43,12,south
35.25640869,1,50,18,south
14.42307663,1,45,13,south
22.69230843,1,43,13,south
48.07692337,0,45,16,south
36.05769348,0,36,12,south
21.63461494,0,57,12,south
19.23077011,1,63,13,south
12.5,1,31,13,south
9,0,24,14,south
7.396449566,0,26,12,south
26.92307663,0,43,16,south
20.5128212,1,41,12,south
38.46154022,1,51,16,south
8.653845787,1,45,14,south
14.42307663,1,34,16,south
19.23077011,1,50,16,northeast
15.38461494,1,61,12,south
27.88461494,0,62,12,south
48.07692337,0,56,20,south
8,0,40,14,south
12.5,0,37,14,south
16.82692337,0,61,16,south
6.410256386,1,31,14,south
11.53846169,0,47,12,south
9.473684311,1,39,12,south
25.32051277,0,29,16,south
10.38461494,1,28,16,south
8.653845787,0,24,14,south
40.86538315,0,45,14,south
9.736538887,0,41,12,south
55.28845978,0,58,16,south
15.86538506,1,58,14,south
5.494505405,1,41,13,south
15.18218613,0,47,12,south
12.01923084,1,42,12,south
35.31468582,0,44,13,south
19.23077011,1,32,18,south
19.71153831,0,39,13,south
14.42307663,1,36,13,south
3.205128193,0,51,9,south
12.01923084,0,31,13,south
28.84615326,0,48,16,south
7.692307472,0,44,13,south
5.288461685,1,42,19,south
33.65384674,0,38,16,south
13.94230747,1,33,12,south
28.84615326,1,51,18,south
31.25,1,33,16,south
26.44230843,0,32,16,south
19.23077011,0,37,16,south
8.653845787,0,24,12,south
22.11538506,1,26,16,south
26.44230843,1,28,18,south
9,0,56,10,south
32.69230652,0,46,14,south
19.23077011,1,27,16,south
14.42307663,0,34,16,south
12.5,0,43,14,south
12.82051277,0,50,16,south
26.44230843,0,58,12,south
21.63461494,0,23,13,west
12.01923084,1,24,16,west
18.69658089,1,24,14,south
14.42307663,0,24,13,south
11.53846169,0,53,14,south
18.73077011,1,50,13,south
14.6875,1,54,13,south
14.46153831,0,39,12,south
11.94999981,0,55,12,south
18.26922989,0,46,12,midwest
22.59615326,1,46,12,midwest
8,1,40,13,south
9.615385056,1,23,12,south
6.009615421,1,29,12,south
14.42307663,1,52,16,south
9.615385056,1,53,12,south
13.22115421,0,50,12,south
34.80769348,0,55,12,south
11.11111069,0,48,13,south
9.134614944,0,29,12,south
14.90384579,1,51,13,south
5.288461685,0,41,12,south
11.21794891,0,44,11,south
12.01923084,0,22,12,south
2.403846264,1,21,11,south
12.98076916,1,44,11,south
16.82692337,1,44,12,south
8.653845787,1,40,12,south
11.09467411,0,55,14,south
18.84807777,0,56,18,south
14.42307663,1,59,12,south
12.01923084,0,60,12,south
10.25,1,27,14,south
10.09615421,1,22,12,south
24.03846169,0,51,12,south
6.009615421,1,46,12,south
21.63461494,0,25,12,south
10.57692337,0,42,12,south
20.29914474,1,30,14,south
10.53113556,0,35,12,south
7.692307472,1,37,12,south
42.5,0,49,12,south
10,0,26,9,south
4.945055008,1,27,11,south
27.40384674,0,40,16,south
25.08361244,0,34,16,south
12.98076916,0,27,16,south
33.76068497,1,54,18,south
13.46153831,1,42,14,northeast
6.593406677,1,43,12,northeast
10.68269253,0,60,16,northeast
10.99567318,1,49,12,northeast
21.63461494,0,55,20,northeast
21.85314751,0,36,13,northeast
15.38461494,0,44,10,northeast
19.23077011,1,44,12,northeast
14.42307663,0,58,12,northeast
24.03846169,0,59,16,northeast
18.67136765,1,40,16,midwest
29.05701828,1,39,13,northeast
34.61538315,1,40,12,northeast
43.26922989,1,58,16,northeast
15.38461494,0,30,13,northeast
11.05769253,0,44,12,northeast
9.615385056,0,52,13,northeast
17,1,48,14,northeast
26.53846169,0,43,14,northeast
7.692307472,1,44,12,northeast
9.615385056,0,46,10,northeast
19.58041954,0,29,13,northeast
9.440559387,1,33,13,northeast
23.93471718,1,48,12,northeast
28.84615326,0,60,14,northeast
21.63461494,0,36,18,midwest
6.009615421,0,48,13,northeast
17.78846169,0,60,12,northeast
10.09615421,1,59,12,northeast
9.5,1,39,13,northeast
26.875,0,38,13,northeast
17.78846169,0,31,14,northeast
19.23077011,1,35,12,northeast
24.03846169,0,62,16,northeast
12.5,1,45,14,northeast
8.925000191,1,58,8,northeast
42.30769348,0,40,18,northeast
32.21154022,0,27,18,west
17.1428566,1,55,12,south
12.5,0,57,12,south
21.63461494,1,51,13,south
8.894230843,0,57,14,south
16.82692337,1,36,12,south
11.25,0,42,12,south
17.70833397,0,50,12,south
21.63461494,0,56,14,south
13.46153831,0,45,12,south
9.615385056,1,60,12,south
26.53846169,0,27,9,south
15.01831532,1,25,16,south
20.54195786,0,39,12,south
34.23077011,0,48,13,northeast
17.73504257,1,55,13,south
21.63461494,0,35,18,northeast
32.21154022,1,35,18,northeast
36.05769348,0,47,12,south
42.30769348,0,47,16,south
5.769230843,1,51,6,south
25.96153831,1,63,16,northeast
26.22377586,0,31,18,west
31.73077011,1,40,18,south
15.76923084,0,36,12,south
19.23077011,0,32,16,south
24.03846169,1,40,16,northeast
26.44230843,1,40,13,northeast
34.72222137,1,42,19,northeast
8.854166985,0,59,14,northeast
5.128205299,0,27,11,northeast
28.84615326,0,41,16,northeast
25.64102554,0,55,13,northeast
16.43356705,0,36,20,northeast
32.05128098,1,45,18,northeast
28.84615326,1,43,18,northeast
21.63461494,0,48,12,northeast
25,1,41,13,northeast
41.34615326,0,40,12,northeast
40.86538315,0,49,16,northeast
42.30769348,0,49,16,northeast
15.38461494,1,49,12,northeast
38.46154022,0,57,16,northeast
14.51923084,0,29,13,northeast
19.27083397,0,62,12,northeast
24.59749603,1,46,14,northeast
20,1,33,16,northeast
45.67307663,1,29,16,northeast
38.46154022,0,29,18,northeast
24.03846169,1,64,16,northeast
38.46154022,1,43,16,northeast
10.45439529,0,34,12,northeast
36.79999924,0,51,18,northeast
40.06410217,0,57,16,northeast
9.765625,0,26,12,northeast
14.23076916,0,35,16,northeast
21.63461494,0,62,14,northeast
20.79001999,1,57,12,northeast
18.19126892,1,28,14,northeast
11.05769253,0,46,12,northeast
55.76922989,1,52,18,northeast
37.5,1,38,16,northeast
12.07910824,1,50,12,northeast
22.43589783,0,36,12,northeast
8.547008514,1,52,6,northeast
33.65384674,0,55,16,northeast
19.23077011,1,54,12,northeast
25.96153831,1,34,16,northeast
15.38461494,1,34,16,northeast
29.72027969,0,38,12,northeast
19.23077011,1,41,16,northeast
48.07692337,0,41,16,northeast
8.136095047,1,28,14,northeast
12.01923084,0,53,12,northeast
20.83333397,1,52,13,midwest
40.86538315,0,53,18,midwest
21.63461494,0,49,13,midwest
21.15384674,1,45,12,midwest
17.30769157,0,62,12,midwest
13.46153831,1,59,13,midwest
29.76190567,0,56,14,midwest
36.05769348,1,45,16,midwest
41.34615326,1,36,16,midwest
27.88461494,1,49,14,midwest
12.01923084,1,36,12,midwest
17.62820435,1,51,18,midwest
10,1,38,14,midwest
19.23077011,1,41,14,midwest
20.5128212,1,32,16,midwest
43.07692337,0,41,13,midwest
28.84615326,1,49,12,midwest
20.52884674,1,50,12,midwest
20.67307663,0,41,14,midwest
28.07692337,1,48,16,midwest
19.23077011,0,48,14,midwest
26.28173065,0,47,13,midwest
20.40432739,1,50,12,midwest
21.4285717,0,32,12,midwest
16.82692337,1,44,16,midwest
12.98076916,0,44,12,midwest
20.40816307,1,30,13,midwest
24.03846169,0,31,14,west
24.03846169,1,40,14,midwest
25,0,42,12,midwest
17.19230843,1,43,16,midwest
10.38461494,1,35,12,midwest
15.38461494,0,27,12,midwest
11.21794891,0,46,18,midwest
9.615385056,0,30,18,midwest
40.86538315,0,51,14,midwest
10.57692337,1,43,13,midwest
52.88461685,0,47,16,midwest
30.29278755,0,60,16,midwest
13.46153831,1,60,12,midwest
21.63461494,1,28,14,midwest
14.21568584,0,59,12,midwest
16.48351669,0,36,12,midwest
16.34615326,0,39,12,midwest
11.53846169,1,39,12,midwest
25,0,54,19,midwest
17.52136803,0,27,14,midwest
23.80952454,1,46,14,midwest
9.615385056,1,32,11,midwest
45,1,57,16,midwest
40.86538315,0,53,16,midwest
20.19230843,1,41,16,midwest
52.88461685,0,46,16,midwest
29.28321648,1,55,12,midwest
40.86538315,0,34,16,midwest
31.25,0,39,14,midwest
41.82692337,1,38,16,midwest
15.38461494,0,50,12,midwest
34.96503448,0,56,16,midwest
14.42307663,1,54,16,midwest
17.13028908,1,43,13,midwest
21.15384674,0,45,13,midwest
18.26922989,1,46,13,midwest
26.44807625,0,48,14,midwest
25,0,27,14,midwest
22.59615326,1,45,16,midwest
15.38461494,1,56,13,midwest
21.97802162,1,29,16,midwest
19.23077011,0,32,12,midwest
24.72527504,0,36,18,midwest
19.23077011,1,32,16,midwest
9.615385056,1,60,12,midwest
12.98076916,0,35,12,midwest
27.88461494,0,53,13,midwest
30.12820435,0,42,14,midwest
12.5,0,27,13,midwest
13.77550983,0,51,12,midwest
13.94230747,0,50,12,midwest
33.65384674,0,53,12,midwest
11.63967609,1,26,13,midwest
11.20401382,0,36,13,south
10.27472496,1,38,12,south
31.18503189,0,42,12,south
22.24587822,1,51,16,northeast
11.11111069,0,47,12,northeast
27.2435894,1,43,14,northeast
13.46153831,1,61,12,northeast
9.890110016,0,21,11,northeast
16.82692337,0,49,13,northeast
7.051281929,0,23,12,northeast
17,1,42,13,northeast
14.42307663,1,56,12,northeast
7.767482281,0,60,12,northeast
16.82692337,1,63,12,northeast
11.61103058,0,62,12,northeast
17.94871712,0,43,16,northeast
15.85470104,0,38,14,northeast
19.71153831,1,41,14,northeast
16.26602554,1,33,16,northeast
22.22222137,0,45,16,northeast
24.61538506,1,32,18,northeast
23.07692337,0,32,18,northeast
35.57692337,0,57,18,northeast
41.95804214,0,35,16,south
8.875740051,0,57,19,northeast
14.42307663,1,27,18,northeast
8.505917549,0,39,10,south
8.603239059,1,29,13,northeast
28.5714283,0,36,13,northeast
15.07999992,0,48,16,northeast
18.25993538,0,47,13,northeast
22.67573738,0,35,12,northeast
40.20978928,0,33,16,northeast
12.01923084,1,51,13,northeast
10.53113556,1,50,12,northeast
46.15384674,0,53,12,northeast
13.94230747,1,37,11,northeast
14.83516502,1,59,14,northeast
45.52067184,1,31,16,northeast
20.4402523,1,44,16,northeast
15.38461494,0,46,16,northeast
30.48077011,0,62,18,northeast
21.85314751,0,34,16,northeast
7.211538315,0,21,13,northeast
15.38461494,0,40,12,northeast
18.26922989,1,47,12,northeast
20.19230843,1,61,12,northeast
21.15384674,1,56,12,northeast
7.211538315,1,51,8,northeast
8.653845787,1,45,12,northeast
22.59615326,1,49,12,northeast
12.01923084,0,30,12,northeast
10.57692337,1,26,12,northeast
7.451922894,0,51,12,northeast
13.46153831,1,30,16,northeast
25,1,44,16,northeast
33.65384674,1,45,18,northeast
11.05769253,0,60,12,northeast
3.429807663,1,52,10,northeast
12.5,0,47,10,northeast
31.25,1,48,13,northeast
12,0,38,12,northeast
16.82692337,0,62,16,northeast
33.33333206,1,54,18,northeast
30.19230843,0,38,13,northeast
23.84615326,1,38,13,northeast
23,0,41,12,northeast
16.15384674,0,52,18,northeast
38.46154022,1,47,19,northeast
20.19230843,0,48,18,northeast
25,0,50,12,northeast
35.57692337,1,43,14,northeast
20.03205109,0,47,19,northeast
21.15384674,0,44,14,northeast
25.05494499,1,43,12,northeast
19.23077011,0,34,16,northeast
11.46076107,1,54,16,northeast
21.63461494,1,51,16,northeast
46.15384674,0,54,18,northeast
12.98076916,1,54,13,northeast
12.82051277,0,23,16,northeast
25,0,54,18,northeast
19.23077011,1,42,12,northeast
21.36752129,0,44,16,northeast
21.63461494,0,53,14,northeast
10.57692337,0,55,10,northeast
24.03846169,1,35,12,northeast
57.69230652,1,44,16,northeast
38.46154022,0,44,20,northeast
11.53846169,1,45,16,northeast
30.44871712,0,46,18,northeast
31.25,0,40,16,northeast
19.23077011,1,39,16,northeast
26.44230843,0,30,16,northeast
11.85961533,1,47,12,south
19.71153831,0,52,12,northeast
21.92307663,1,50,12,northeast
19.6581192,1,37,16,northeast
12.5,0,32,13,northeast
22.87581635,1,50,16,northeast
12.82051277,1,54,12,northeast
25.48077011,1,44,12,northeast
26.82186317,0,43,13,northeast
48.07692337,0,57,16,northeast
38.94230652,0,54,16,northeast
33.9743576,1,50,19,northeast
26.92307663,0,54,16,northeast
39.52067184,0,63,12,northeast
7.5,0,38,9,northeast
48.07692337,0,41,14,northeast
35.47008514,1,43,18,northeast
24.03846169,0,46,12,northeast
57.69230652,0,46,12,northeast
33.65384674,0,28,12,northeast
17.52136803,0,46,14,northeast
16.34615326,0,58,12,northeast
10.09615421,1,53,12,northeast
43.26922989,0,57,16,northeast
32.69230652,1,50,16,northeast
17.94871712,0,52,14,northeast
33.17307663,0,34,13,northeast
33.65384674,0,27,16,northeast
24.03846169,0,51,12,northeast
19.23077011,0,33,16,northeast
21.63461494,0,45,12,northeast
31.00961494,0,38,13,northeast
14.42307663,1,51,12,northeast
30.36437225,0,50,12,northeast
12.01923084,1,23,14,northeast
19.23077011,0,42,12,northeast
15.86538506,0,26,14,northeast
29.80769157,1,53,12,northeast
39.42856979,0,57,20,northeast
42.73504257,0,50,16,northeast
15.38461494,1,40,13,northeast
17.30769157,0,37,12,northeast
36.05769348,1,49,18,northeast
